date,volume,vw,open,close,high,low,t,n
2024-01-18 05:00:00,1542724.0,134.9104,135.74,134.54,136.7,133.9,1705554000000,30527
2024-01-19 05:00:00,1791310.0,136.3922,135.08,137.34,137.76,134.53,1705640400000,28683
2024-01-22 05:00:00,2385193.0,140.7818,138.57,140.58,142.68,138.57,1705899600000,42032
2024-01-23 05:00:00,1423694.0,139.1726,140.97,139.02,141.2507,138.35,1705986000000,25906
2024-01-24 05:00:00,1541809.0,138.1103,140.63,137.93,140.63,137.53,1706072400000,27718
2024-01-25 05:00:00,2152437.0,142.0249,140.0,142.19,143.3,139.865,1706158800000,36533
2024-01-26 05:00:00,1917094.0,143.1539,142.87,143.2,144.62,142.06,1706245200000,35897
2024-01-29 05:00:00,2229625.0,145.4426,142.83,145.97,146.19,142.83,1706504400000,38079
2024-01-30 05:00:00,3044878.0,144.5401,145.5,144.22,145.945,144.035,1706590800000,36423
2024-01-31 05:00:00,2892139.0,141.584,145.0,140.46,145.0,140.07,1706677200000,42253
2024-02-01 05:00:00,2550622.0,142.2925,140.16,143.85,143.96,139.44,1706763600000,42741
2024-02-02 05:00:00,2052606.0,143.5017,142.63,144.49,145.4,140.2,1706850000000,33452
2024-02-05 05:00:00,2042265.0,144.1804,142.95,144.3,145.11,142.59,1707109200000,32285
2024-02-06 05:00:00,1789404.0,144.5637,144.14,144.26,146.195,143.38,1707195600000,29393
2024-02-07 05:00:00,1341723.0,145.152,145.06,145.47,145.77,143.31,1707282000000,21353
2024-02-08 05:00:00,1840280.0,147.0668,144.83,147.06,148.0,144.83,1707368400000,33461
2024-02-09 05:00:00,1223297.0,146.6018,146.84,147.19,147.94,145.54,1707454800000,28079
2024-02-12 05:00:00,2127505.0,144.7501,147.58,143.8,148.09,143.57,1707714000000,40247
2024-02-13 05:00:00,1995134.0,141.3727,140.65,142.17,142.27,139.38,1707800400000,37469
2024-02-14 05:00:00,1645847.0,142.0052,141.87,142.23,142.93,140.6,1707886800000,30355
2024-02-15 05:00:00,3125925.0,147.6665,143.02,148.61,149.07,143.02,1707973200000,53687
2024-02-16 05:00:00,6572651.0,137.5792,140.0,136.22,140.86,134.75,1708059600000,88248
2024-02-20 05:00:00,3411474.0,135.1188,136.01,135.06,137.57,133.86,1708405200000,59363
2024-02-21 05:00:00,3222203.0,134.8381,134.33,135.53,137.0,131.42,1708491600000,47507
2024-02-22 05:00:00,3440212.0,138.6421,140.0,138.38,142.0352,137.0,1708578000000,51080
2024-02-23 05:00:00,2086435.0,137.6681,138.45,137.84,138.855,136.07,1708664400000,36994
2024-02-26 05:00:00,2033948.0,138.7329,137.28,137.96,140.15,136.61,1708923600000,31694
2024-02-27 05:00:00,1495993.0,138.3775,138.0,138.23,139.565,137.22,1709010000000,27569
2024-02-28 05:00:00,2446909.0,142.1403,137.51,142.73,143.75,137.31,1709096400000,34619
2024-02-29 05:00:00,4098074.0,146.4006,144.43,146.81,147.03,144.01,1709182800000,45334
2024-03-01 05:00:00,2290823.0,149.5337,146.53,150.6,150.66,146.18,1709269200000,40311
2024-03-04 05:00:00,2098456.0,152.8674,150.84,153.71,154.0,150.28,1709528400000,36394
2024-03-05 05:00:00,1719291.0,150.6837,153.0,150.25,154.18,148.875,1709614800000,31824
2024-03-06 05:00:00,2287496.0,149.941,152.08,149.81,152.44,148.78,1709701200000,29322
2024-03-07 05:00:00,1577785.0,151.0557,150.81,151.51,152.03,150.055,1709787600000,25488
2024-03-08 05:00:00,2253806.0,150.5523,152.54,149.48,153.35,149.44,1709874000000,34446
2024-03-11 04:00:00,2166829.0,145.709,149.09,145.5,149.24,143.95,1710129600000,34801
2024-03-12 04:00:00,1676905.0,146.0188,144.44,146.23,146.91,143.65,1710216000000,24449
2024-03-13 04:00:00,1904760.0,145.048,145.47,143.93,148.0,143.71,1710302400000,30521
2024-03-14 04:00:00,1917229.0,141.7997,142.0,142.81,143.08,139.945,1710388800000,32661
2024-03-15 04:00:00,2996044.0,140.9084,141.41,140.86,143.35,139.745,1710475200000,28072
2024-03-18 04:00:00,1501233.0,142.8648,142.31,142.21,144.45,141.975,1710734400000,24431
2024-03-19 04:00:00,2006114.0,140.9078,142.08,141.74,142.12,138.96,1710820800000,26272
2024-03-20 04:00:00,2433310.0,140.5608,139.8,140.89,141.76,138.06,1710907200000,33552
2024-03-21 04:00:00,2238192.0,140.7006,141.66,140.01,142.55,139.85,1710993600000,35268
2024-03-22 04:00:00,1812730.0,138.6163,139.97,138.51,140.44,137.695,1711080000000,28154
2024-03-25 04:00:00,1746420.0,137.777,138.36,137.83,138.88,136.74,1711339200000,27017
2024-03-26 04:00:00,1748909.0,139.1233,138.0,139.04,140.22,137.48,1711425600000,27476
2024-03-27 04:00:00,2268599.0,142.6476,140.5,143.74,143.89,139.515,1711512000000,35603
2024-03-28 04:00:00,2034732.0,143.8096,143.88,144.04,144.5,142.725,1711598400000,28620
2024-04-01 04:00:00,1535685.0,142.1224,144.02,141.91,144.59,141.17,1711944000000,27668
2024-04-02 04:00:00,1707528.0,139.5514,139.98,139.8,140.78,138.24,1712030400000,28585
2024-04-03 04:00:00,1428882.0,140.7913,140.73,140.63,141.99,139.56,1712116800000,23074
2024-04-04 04:00:00,1178253.0,140.7579,142.1,139.88,142.75,139.29,1712203200000,23486
2024-04-05 04:00:00,1139526.0,142.1609,139.78,142.6,143.17,139.26,1712289600000,23769
2024-04-08 04:00:00,1152541.0,143.1439,143.15,143.34,143.69,142.37,1712548800000,22472
2024-04-09 04:00:00,1102941.0,145.3295,146.84,145.88,147.19,144.03,1712635200000,23702
2024-04-10 04:00:00,1385815.0,140.9499,141.7,141.4,142.38,139.73,1712721600000,27342
2024-04-11 04:00:00,1105456.0,142.6675,142.58,143.23,143.74,141.0,1712808000000,25782
2024-04-12 04:00:00,1315443.0,142.5961,142.5,142.49,143.4999,141.35,1712894400000,24515
2024-04-15 04:00:00,1659031.0,139.1328,143.4,138.56,143.45,137.34,1713153600000,31133
2024-04-16 04:00:00,2051540.0,136.547,138.51,136.43,138.51,135.54,1713240000000,36863
2024-04-17 04:00:00,1965277.0,136.2434,136.7,135.75,137.795,135.64,1713326400000,25969
2024-04-18 04:00:00,1498571.0,137.071,136.3,136.66,138.98,135.7,1713412800000,26944
2024-04-19 04:00:00,1505171.0,137.0071,137.41,136.83,137.93,136.32,1713499200000,23838
2024-04-22 04:00:00,1518420.0,136.4907,137.65,135.86,138.15,135.74,1713758400000,27130
2024-04-23 04:00:00,1320373.0,137.9829,136.51,138.53,138.89,135.72,1713844800000,26413
2024-04-24 04:00:00,1614889.0,140.1791,137.77,140.61,140.865,137.64,1713931200000,31257
2024-04-25 04:00:00,1887077.0,140.9226,138.53,141.49,141.95,137.17,1714017600000,28756
2024-04-26 04:00:00,1798207.0,142.9217,142.33,142.83,143.83,141.43,1714104000000,31240
2024-04-29 04:00:00,2066539.0,142.7634,144.57,142.34,144.86,141.29,1714363200000,30970
2024-04-30 04:00:00,2001808.0,139.5362,141.02,138.78,142.28,138.69,1714449600000,30288
2024-05-01 04:00:00,1641800.0,138.8151,139.52,137.99,141.17,137.945,1714536000000,30739
2024-05-02 04:00:00,2030417.0,139.7563,139.37,140.15,140.9699,137.28,1714622400000,38606
2024-05-03 04:00:00,3309695.0,147.6041,147.25,147.0,152.35,145.67,1714708800000,48665
2024-05-06 04:00:00,1907448.0,144.107,147.57,143.77,148.0,142.46,1714968000000,33990
2024-05-07 04:00:00,1273983.0,144.4537,144.5,144.63,145.43,143.77,1715054400000,26789
2024-05-08 04:00:00,6521622.0,140.8478,140.35,140.25,142.0,140.17,1715140800000,84780
2024-05-09 04:00:00,10657121.0,143.2436,141.5,143.54,144.19,141.04,1715227200000,91865
2024-05-10 04:00:00,2950678.0,141.3406,143.38,141.46,144.22,139.62,1715313600000,38738
2024-05-13 04:00:00,1722271.0,142.1992,142.21,143.09,143.18,140.49,1715572800000,30960
2024-05-14 04:00:00,1758246.0,142.0988,143.43,141.86,143.91,141.26,1715659200000,26628
2024-05-15 04:00:00,2563273.0,143.9905,145.04,144.64,145.32,142.43,1715745600000,41067
2024-05-16 04:00:00,1748001.0,145.1874,144.64,144.94,146.21,143.16,1715832000000,31780
2024-05-17 04:00:00,1556039.0,144.28,145.44,143.83,145.48,143.53,1715918400000,26688
2024-05-20 04:00:00,993883.0,143.8829,143.54,143.35,145.25,142.4,1716177600000,24118
2024-05-21 04:00:00,1148626.0,144.0514,143.0,144.26,144.56,142.5,1716264000000,21905
2024-05-22 04:00:00,1512890.0,143.0417,143.97,143.15,143.99,142.135,1716350400000,26498
2024-05-23 04:00:00,2249209.0,142.9812,144.0,142.25,144.82,141.89,1716436800000,35279
2024-05-24 04:00:00,1122255.0,142.4897,142.97,142.77,143.09,141.1,1716523200000,21594
2024-05-28 04:00:00,1191348.0,143.6305,143.87,143.77,144.04,142.755,1716868800000,23043
2024-05-29 04:00:00,1340127.0,141.1231,142.43,141.43,142.88,140.27,1716955200000,27315
2024-05-30 04:00:00,1235296.0,143.8887,142.86,144.04,144.62,141.95,1717041600000,24474
2024-05-31 04:00:00,3657140.0,145.0261,144.93,145.34,145.64,142.92,1717128000000,31253
2024-06-03 04:00:00,1196176.0,143.4441,145.35,143.04,145.655,142.46,1717387200000,23172
2024-06-04 04:00:00,1403919.0,145.0003,142.93,145.12,146.05,141.94,1717473600000,21241
2024-06-05 04:00:00,1047210.0,146.7226,145.65,147.36,147.38,144.68,1717560000000,23627
2024-06-06 04:00:00,807573.0,147.1062,147.3,147.12,147.51,146.18,1717646400000,19593
2024-06-07 04:00:00,1070138.0,146.2804,145.27,146.35,147.21,144.76,1717732800000,17800
2024-06-10 04:00:00,1506778.0,148.5598,146.25,149.09,149.46,145.36,1717992000000,28704
2024-06-11 04:00:00,1337616.0,149.909,148.89,149.88,150.51,148.4343,1718078400000,24736
2024-06-12 04:00:00,1748242.0,150.8042,152.97,149.59,153.02,149.07,1718164800000,34700
2024-06-13 04:00:00,1496252.0,150.1734,150.68,149.76,151.15,149.42,1718251200000,21908
2024-06-14 04:00:00,1000378.0,149.6357,149.11,149.92,150.85,148.5801,1718337600000,18375
2024-06-17 04:00:00,1192236.0,149.3663,149.06,149.01,150.55,148.5,1718596800000,26427
2024-06-18 04:00:00,1095749.0,149.8725,150.35,149.56,151.14,149.38,1718683200000,22943
2024-06-20 04:00:00,1315063.0,148.5808,149.28,147.89,150.61,147.695,1718856000000,26674
2024-06-21 04:00:00,3589364.0,147.94,148.225,148.35,148.5,145.91,1718942400000,33440
2024-06-24 04:00:00,1502578.0,148.0168,148.73,147.01,150.93,146.84,1719201600000,24905
2024-06-25 04:00:00,1218783.0,146.2098,146.96,146.44,147.4693,145.295,1719288000000,25080
2024-06-26 04:00:00,1748629.0,146.8605,147.5,146.89,148.42,145.93,1719374400000,28651
2024-06-27 04:00:00,1660919.0,148.7576,147.57,148.72,150.29,146.91,1719460800000,25236
2024-06-28 04:00:00,3406272.0,151.9621,150.43,152.05,153.25,150.25,1719547200000,42508
2024-07-01 04:00:00,1483900.0,151.9467,151.95,152.13,152.93,150.61,1719806400000,26552
2024-07-02 04:00:00,1162857.0,152.7285,152.18,152.91,153.78,151.92,1719892800000,23206
2024-07-03 04:00:00,879721.0,152.6351,153.38,151.71,154.06,151.7,1719979200000,14480
2024-07-05 04:00:00,1261809.0,151.1518,151.8,151.44,152.515,150.35,1720152000000,22079
2024-07-08 04:00:00,1149357.0,153.3773,151.49,153.66,153.99,151.43,1720411200000,23023
2024-07-09 04:00:00,1080441.0,153.0947,153.75,153.3,154.13,151.61,1720497600000,19797
2024-07-10 04:00:00,1459771.0,154.94,154.0,155.63,155.78,153.26,1720584000000,26868
2024-07-11 04:00:00,1678382.0,158.3874,157.7,157.73,160.46,157.01,1720670400000,30827
2024-07-12 04:00:00,1284221.0,158.6535,158.55,158.35,159.57,158.05,1720756800000,23288
2024-07-15 04:00:00,943399.0,159.0085,158.93,159.5,159.7,157.54,1721016000000,21424
2024-07-16 04:00:00,1192944.0,161.622,160.39,162.33,162.58,159.2712,1721102400000,22883
2024-07-17 04:00:00,2012370.0,157.6016,161.24,156.83,162.33,156.18,1721188800000,39170
2024-07-18 04:00:00,1414604.0,155.1709,156.37,154.6,157.22,154.23,1721275200000,28399
2024-07-19 04:00:00,1168831.0,155.1876,155.66,155.17,155.98,154.21,1721361600000,20716
2024-07-22 04:00:00,1347930.0,155.6423,155.33,155.56,156.6799,154.1,1721620800000,23353
2024-07-23 04:00:00,1128317.0,155.4675,155.18,155.09,156.725,154.87,1721707200000,20561
2024-07-24 04:00:00,1568091.0,152.8069,154.75,151.66,155.61,151.49,1721793600000,30804
2024-07-25 04:00:00,2490088.0,148.8803,151.65,147.37,151.86,146.14,1721880000000,39321
2024-07-26 04:00:00,3204947.0,144.956,142.86,145.65,146.4,141.0,1721966400000,50397
2024-07-29 04:00:00,1628374.0,146.6832,145.63,147.19,147.5,144.57,1722225600000,29253
2024-07-30 04:00:00,1699619.0,144.9257,147.49,145.04,147.56,144.06,1722312000000,26983
2024-07-31 04:00:00,3344199.0,149.503,147.52,149.49,150.99,146.905,1722398400000,33521
2024-08-01 04:00:00,2019968.0,151.9331,150.26,152.29,153.1923,150.26,1722484800000,33206
2024-08-02 04:00:00,1642273.0,150.3335,151.75,150.84,152.9,148.235,1722571200000,27248
2024-08-05 04:00:00,2320863.0,146.4719,147.52,144.47,150.13,144.18,1722830400000,40669
2024-08-06 04:00:00,1378882.0,148.844,144.88,148.63,150.75,144.07,1722916800000,27923
2024-08-07 04:00:00,1210753.0,148.4363,149.07,147.14,151.83,146.86,1723003200000,23139
2024-08-08 04:00:00,1160716.0,149.2261,147.45,149.66,149.97,147.31,1723089600000,26066
2024-08-09 04:00:00,803426.0,150.0963,149.96,150.12,150.76,148.38,1723176000000,19105
2024-08-12 04:00:00,1105770.0,148.3174,149.78,148.75,150.23,147.09,1723435200000,26182
2024-08-13 04:00:00,1435832.0,149.6228,149.99,149.57,150.4849,149.08,1723521600000,22770
2024-08-14 04:00:00,1227749.0,151.5769,149.85,151.18,152.84,149.5789,1723608000000,20096
2024-08-15 04:00:00,1504735.0,149.7729,151.12,149.86,151.9,148.69,1723694400000,25150
2024-08-16 04:00:00,1257764.0,149.439,149.4,149.6,150.57,148.76,1723780800000,18314
