date,volume,vw,open,close,high,low,t,n
2024-01-17 05:00:00,2588293.0,592.1393,591.99,596.1,596.75,582.44,1705467600000,73585
2024-01-18 05:00:00,2793610.0,591.8529,586.9,593.7,596.89,584.21,1705554000000,70423
2024-01-19 05:00:00,3755338.0,603.448,593.81,611.55,612.07,589.13,1705640400000,88180
2024-01-22 05:00:00,4488000.0,607.603,615.0,603.59,620.96,603.15,1705899600000,88200
2024-01-23 05:00:00,2723463.0,597.9955,602.21,597.18,604.32,591.34,1705986000000,73867
2024-01-24 05:00:00,2999032.0,607.6449,601.71,606.48,616.95,597.46,1706072400000,80813
2024-01-25 05:00:00,3806205.0,622.1282,615.42,622.58,627.06,612.24,1706158800000,103281
2024-01-26 05:00:00,2137831.0,616.4937,620.7,613.93,622.5,613.0,1706245200000,64397
2024-01-29 05:00:00,3212187.0,629.177,615.71,630.23,636.25,615.71,1706504400000,85714
2024-01-30 05:00:00,2007432.0,626.3807,630.0,627.96,630.47,620.89,1706590800000,70784
2024-01-31 05:00:00,2666775.0,618.4617,620.0,617.78,625.93,612.17,1706677200000,72471
2024-02-01 05:00:00,1687613.0,625.0113,619.0,627.91,628.8,618.775,1706763600000,60595
2024-02-02 05:00:00,2542763.0,632.8817,624.79,634.76,638.25,617.01,1706850000000,75027
2024-02-05 05:00:00,2131245.0,629.1821,633.03,630.5,634.5899,624.54,1707109200000,60306
2024-02-06 05:00:00,3436244.0,609.9743,625.58,607.14,626.46,604.67,1707195600000,101303
2024-02-07 05:00:00,2313824.0,616.326,613.25,615.85,620.42,610.15,1707282000000,59903
2024-02-08 05:00:00,1815682.0,616.6831,615.85,615.86,621.34,612.51,1707368400000,58804
2024-02-09 05:00:00,2091353.0,624.6059,616.0,627.21,628.07,615.805,1707454800000,60542
2024-02-12 05:00:00,2317239.0,615.4908,626.0,611.84,626.345,611.575,1707714000000,67886
2024-02-13 05:00:00,2985238.0,601.2686,596.7,601.89,608.39,590.0,1707800400000,86514
2024-02-14 05:00:00,1615119.0,604.9928,605.85,604.66,610.33,602.5,1707886800000,54103
2024-02-15 05:00:00,3677358.0,593.9321,606.0,590.44,607.3158,589.77,1707973200000,98389
2024-02-16 05:00:00,10328353.0,559.2381,589.9,546.66,590.1383,546.37,1708059600000,235046
2024-02-20 05:00:00,6567568.0,537.3138,531.495,541.91,545.88,528.01,1708405200000,165116
2024-02-21 05:00:00,4493535.0,535.8112,539.76,538.52,542.5699,529.3675,1708491600000,108750
2024-02-22 05:00:00,5023397.0,540.4135,553.94,537.57,555.5499,534.56,1708578000000,123947
2024-02-23 05:00:00,4546484.0,551.7729,543.49,553.44,557.18,541.48,1708664400000,108935
2024-02-26 05:00:00,4251153.0,563.6899,556.56,560.48,570.6,556.56,1708923600000,111569
2024-02-27 05:00:00,3247572.0,552.6537,565.91,552.49,565.91,548.54,1709010000000,88850
2024-02-28 05:00:00,2313223.0,552.6914,552.0,551.82,557.2,549.7601,1709096400000,71327
2024-02-29 05:00:00,3844366.0,559.5631,554.89,560.28,561.94,553.23,1709182800000,78755
2024-03-01 05:00:00,2968098.0,568.4942,561.11,570.93,572.89,560.67,1709269200000,85724
2024-03-04 05:00:00,2556419.0,569.3782,572.85,567.94,576.245,564.1,1709528400000,80881
2024-03-05 05:00:00,4286834.0,545.3399,562.6,544.84,564.19,539.35,1709614800000,118568
2024-03-06 05:00:00,3209766.0,543.0358,548.0,543.09,550.64,538.15,1709701200000,92796
2024-03-07 05:00:00,2660544.0,552.7228,550.0,556.04,558.38,541.59,1709787600000,77497
2024-03-08 05:00:00,2833180.0,553.9739,553.0,551.69,560.44,550.5114,1709874000000,76988
2024-03-11 04:00:00,2857791.0,558.8079,552.45,560.42,562.69,551.02,1710129600000,81039
2024-03-12 04:00:00,3469161.0,574.41,568.6,579.14,579.79,562.6,1710216000000,89576
2024-03-13 04:00:00,3466022.0,578.8396,579.06,573.55,585.35,573.41,1710302400000,88271
2024-03-14 04:00:00,5908117.0,556.9267,578.0,570.45,579.54,568.76,1710388800000,159375
2024-03-15 04:00:00,19580838.0,493.0945,499.64,492.46,503.1263,485.0,1710475200000,395363
2024-03-18 04:00:00,7052677.0,509.0618,495.55,513.86,515.7299,495.55,1710734400000,160702
2024-03-19 04:00:00,7081796.0,518.6792,509.89,521.19,522.68,508.99,1710820800000,121152
2024-03-20 04:00:00,4239557.0,517.8737,523.29,519.14,523.87,512.5,1710907200000,88455
2024-03-21 04:00:00,5206580.0,510.943,517.6,511.25,519.725,506.2,1710993600000,139226
2024-03-22 04:00:00,5413647.0,501.1172,509.07,499.52,511.59,496.67,1711080000000,135939
2024-03-25 04:00:00,4277036.0,506.7322,496.79,507.23,510.63,496.69,1711339200000,98339
2024-03-26 04:00:00,2813329.0,508.3376,508.06,507.6,512.79,503.59,1711425600000,83097
2024-03-27 04:00:00,4228415.0,504.2618,515.47,504.4,516.86,499.7,1711512000000,89663
2024-03-28 04:00:00,3897003.0,504.1467,508.12,504.6,509.0,500.26,1711598400000,81729
2024-04-01 04:00:00,2056030.0,501.8111,504.99,502.09,506.92,499.31,1711944000000,65613
2024-04-02 04:00:00,3083273.0,497.187,494.403,499.21,500.75,491.34,1712030400000,78205
2024-04-03 04:00:00,2604428.0,497.2481,497.36,497.01,498.86,494.71,1712116800000,72073
2024-04-04 04:00:00,3403327.0,492.9722,503.56,487.11,504.11,486.7,1712203200000,91371
2024-04-05 04:00:00,4972655.0,485.2729,488.84,485.12,490.09,481.28,1712289600000,109711
