date,volume,vw,open,close,high,low,t,n
2024-01-18 05:00:00,7549528.0,92.9484,91.96,93.34,93.425,91.82,1705554000000,95639
2024-01-19 05:00:00,9565850.0,93.6515,93.18,93.86,94.24,92.64,1705640400000,108023
2024-01-22 05:00:00,9420979.0,93.2184,93.8,93.07,93.92,92.81,1705899600000,119452
2024-01-23 05:00:00,10227077.0,92.4336,93.03,91.97,93.645,91.77,1705986000000,142766
2024-01-24 05:00:00,7661364.0,92.306,92.55,92.04,92.84,91.99,1706072400000,115347
2024-01-25 05:00:00,11991465.0,92.2325,92.22,92.61,92.65,91.715,1706158800000,116568
2024-01-26 05:00:00,9229443.0,92.876,92.92,92.8,93.49,92.41,1706245200000,112769
2024-01-29 05:00:00,12728066.0,93.2528,93.02,93.8,93.93,92.24,1706504400000,162102
2024-01-30 05:00:00,17625242.0,94.3086,93.0,94.08,94.68,92.585,1706590800000,199175
2024-01-31 05:00:00,26751776.0,94.5709,98.28,93.03,98.36,93.02,1706677200000,260739
2024-02-01 05:00:00,15001463.0,92.8753,93.1,93.37,93.6,91.87,1706763600000,146469
2024-02-02 05:00:00,11366586.0,92.7596,92.69,92.99,93.61,91.67,1706850000000,124477
2024-02-05 05:00:00,7335836.0,92.4761,92.78,92.51,92.868,91.9,1707109200000,108100
2024-02-06 05:00:00,11531490.0,94.9559,92.5,95.67,95.7,92.35,1707195600000,135063
2024-02-07 05:00:00,9077973.0,95.2392,96.24,95.31,96.6593,94.43,1707282000000,116571
2024-02-08 05:00:00,9888133.0,95.7283,95.1,96.59,96.69,93.925,1707368400000,132259
2024-02-09 05:00:00,9385584.0,97.398,96.32,97.3,97.99,96.29,1707454800000,128196
2024-02-12 05:00:00,9224370.0,95.8972,96.92,95.47,97.1392,95.38,1707714000000,112898
2024-02-13 05:00:00,8138495.0,94.1804,94.85,93.87,95.56,93.39,1707800400000,105516
2024-02-14 05:00:00,5510631.0,94.0515,94.08,94.07,94.47,93.76,1707886800000,83854
2024-02-15 05:00:00,8877987.0,93.3328,94.03,93.22,94.24,93.0,1707973200000,113356
2024-02-16 05:00:00,5737486.0,93.301,93.1,93.22,94.1799,92.75,1708059600000,89238
2024-02-20 05:00:00,8844526.0,93.4341,93.36,93.46,94.12,93.065,1708405200000,108656
2024-02-21 05:00:00,8286281.0,95.0036,93.86,95.02,95.766,93.77,1708491600000,117895
2024-02-22 05:00:00,8124709.0,95.3164,94.89,95.78,96.075,94.14,1708578000000,113781
2024-02-23 05:00:00,6845440.0,96.1511,95.88,95.62,96.93,95.58,1708664400000,100487
2024-02-26 05:00:00,7043838.0,94.7875,95.36,94.28,95.565,94.25,1708923600000,123484
2024-02-27 05:00:00,5356076.0,93.997,94.32,94.13,94.66,93.6,1709010000000,93736
2024-02-28 05:00:00,5622420.0,93.2153,93.77,93.0,93.97,92.77,1709096400000,95972
2024-02-29 05:00:00,11221058.0,94.5667,94.5,94.9,95.1,93.98,1709182800000,116030
2024-03-01 05:00:00,7995399.0,93.2977,94.45,93.16,94.57,92.91,1709269200000,117166
2024-03-04 05:00:00,7321004.0,92.4714,93.06,92.46,93.32,92.04,1709528400000,117400
2024-03-05 05:00:00,7137304.0,91.3743,92.1,91.22,92.17,91.065,1709614800000,113719
2024-03-06 05:00:00,4826947.0,91.5823,91.35,91.65,92.03,91.12,1709701200000,84041
2024-03-07 05:00:00,8792403.0,91.0156,91.62,90.95,91.76,90.31,1709787600000,116596
2024-03-08 05:00:00,7673306.0,91.0145,90.62,91.06,91.53,90.6,1709874000000,114865
2024-03-11 04:00:00,6702272.0,92.0927,91.26,92.07,92.96,91.1675,1710129600000,110370
2024-03-12 04:00:00,9444933.0,92.244,92.0,92.4,92.72,91.21,1710216000000,111076
2024-03-13 04:00:00,8254464.0,91.6961,92.49,91.61,92.87,90.87,1710302400000,112255
2024-03-14 04:00:00,8544799.0,91.1241,91.1,91.66,91.71,90.41,1710388800000,113619
2024-03-15 04:00:00,18136261.0,90.5135,91.6,90.12,92.02,90.0975,1710475200000,130379
2024-03-18 04:00:00,7413915.0,91.0827,90.75,91.01,91.425,90.53,1710734400000,101040
2024-03-19 04:00:00,5676530.0,91.5222,91.0,91.59,91.9,90.86,1710820800000,84052
2024-03-20 04:00:00,5804396.0,92.145,91.79,92.6,92.625,91.515,1710907200000,84363
2024-03-21 04:00:00,6287275.0,92.0636,92.63,91.66,93.17,91.64,1710993600000,97062
2024-03-22 04:00:00,6495018.0,90.5799,91.74,90.71,91.78,90.06,1711080000000,105546
2024-03-25 04:00:00,6902986.0,90.6947,90.65,90.67,91.1175,90.47,1711339200000,91589
2024-03-26 04:00:00,6216108.0,90.5613,90.98,90.36,91.0,90.23,1711425600000,93060
2024-03-27 04:00:00,5863683.0,91.3785,90.65,91.5,91.83,90.6,1711512000000,85062
2024-03-28 04:00:00,6784293.0,91.5298,91.79,91.39,92.24,91.3,1711598400000,95600
2024-04-01 04:00:00,4990156.0,91.4251,91.82,91.53,92.07,91.02,1711944000000,101916
2024-04-02 04:00:00,8276754.0,89.6966,91.11,89.3,91.24,89.23,1712030400000,128319
2024-04-03 04:00:00,6316375.0,89.158,89.6,88.7,89.84,88.65,1712116800000,107797
2024-04-04 04:00:00,8057591.0,88.3298,89.13,87.62,89.34,87.61,1712203200000,115272
2024-04-05 04:00:00,7161442.0,87.1715,87.9,86.85,87.93,86.83,1712289600000,121986
2024-04-08 04:00:00,6322904.0,87.0108,86.97,87.19,87.36,86.3561,1712548800000,114591
2024-04-09 04:00:00,6242718.0,86.7536,87.19,87.13,87.6,86.31,1712635200000,112683
2024-04-10 04:00:00,7413858.0,86.1458,86.32,85.95,86.87,85.6,1712721600000,122606
2024-04-11 04:00:00,6841570.0,85.8971,86.0,85.9,86.31,85.26,1712808000000,107069
2024-04-12 04:00:00,8594849.0,84.8396,85.42,84.92,85.51,84.29,1712894400000,127599
2024-04-15 04:00:00,9676851.0,85.3902,85.4,85.17,86.365,84.915,1713153600000,123251
2024-04-16 04:00:00,8866801.0,85.4102,84.82,85.42,86.19,84.42,1713240000000,113631
2024-04-17 04:00:00,6870073.0,86.0222,86.0,86.21,86.42,85.34,1713326400000,101005
2024-04-18 04:00:00,11403306.0,87.0076,86.438,87.15,87.63,86.05,1713412800000,128792
2024-04-19 04:00:00,11899968.0,87.522,87.15,87.61,88.08,87.12,1713499200000,118020
2024-04-22 04:00:00,8668988.0,88.1717,88.08,88.18,88.61,87.34,1713758400000,108704
2024-04-23 04:00:00,5670465.0,87.9103,88.77,87.87,88.81,87.32,1713844800000,98233
2024-04-24 04:00:00,7183882.0,88.2734,87.06,88.75,88.94,86.95,1713931200000,94591
2024-04-25 04:00:00,7284616.0,88.0823,89.55,87.84,89.73,87.68,1714017600000,103978
2024-04-26 04:00:00,7185257.0,88.5045,87.4,88.25,89.25,87.3704,1714104000000,100859
2024-04-29 04:00:00,8522833.0,88.2095,88.24,88.33,88.61,87.86,1714363200000,109035
2024-04-30 04:00:00,14538433.0,86.4448,87.61,88.49,88.99,87.18,1714449600000,178440
2024-05-01 04:00:00,66610724.0,74.2402,75.82,74.44,76.99,72.67,1714536000000,736114
2024-05-02 04:00:00,23883371.0,74.4381,74.9,74.93,75.145,73.35,1714622400000,280533
2024-05-03 04:00:00,22153770.0,73.65,75.27,73.11,75.51,72.985,1714708800000,275315
2024-05-06 04:00:00,18632225.0,73.2535,73.31,72.9,74.19,72.7,1714968000000,246974
2024-05-07 04:00:00,21901340.0,72.27,72.85,72.5,72.85,71.8,1715054400000,257904
2024-05-08 04:00:00,24482627.0,73.5778,72.29,73.5,74.475,72.25,1715140800000,231322
2024-05-09 04:00:00,18591499.0,75.1126,73.57,75.68,75.76,73.07,1715227200000,182368
2024-05-10 04:00:00,15761892.0,75.9315,75.31,76.11,76.305,75.06,1715313600000,163781
2024-05-13 04:00:00,10953587.0,76.1846,76.22,76.18,76.84,75.8,1715572800000,150048
2024-05-14 04:00:00,10961098.0,75.8689,76.23,75.63,76.73,75.52,1715659200000,136669
2024-05-15 04:00:00,8826471.0,75.7015,75.9,75.7,76.03,75.3201,1715745600000,132070
2024-05-16 04:00:00,10758466.0,75.0827,75.185,75.28,75.55,74.455,1715832000000,147723
2024-05-17 04:00:00,14436465.0,77.0368,75.27,77.85,78.0,74.92,1715918400000,171053
